iso2,standardised_legal_form_orbis,national_legal_form_orbis
NO,Private limited companies,Insurance company
NO,Other legal forms,Specially divided unit
NO,Branches,Branch
NO,Other legal forms,Voluntary registered rented buildings
NO,Sole traders/proprietorships,Individual registered with the register of auditors
NO,Sole traders/proprietorships,Individual connected to the register
NO,Public authorities,State
NO,Other legal forms,Fund
NO,Non profit organisations,Business association
NO,Public authorities,Public body
NO,Other legal forms,Open-ended investment company
NP,Companies with unknown/unrecorded legal form,NA
NP,Public limited companies,Public limited company
NP,Private limited companies,Private company
NP,Non profit organisations,Non profit company
NP,Foreign companies,Foreign company
NP,Public limited companies,Public company
NP,Branches,Branch
NR,Companies with unknown/unrecorded legal form,NA
NZ,Public limited companies,Public limited company
NZ,Partnerships,Cooperative company
NZ,Private limited companies,Limited company
NZ,Public authorities,Central government body
NZ,Public authorities,Local government body
NZ,Companies with unknown/unrecorded legal form,NA
NZ,Foreign companies,Overseas ASIC company
NZ,Public authorities,Public authority
NZ,Other legal forms,Unlimited company
NZ,Non profit organisations,Educational institution
NZ,Non profit organisations,Friendly society
NZ,Non profit organisations,Industrial and provident society
NZ,Partnerships,Cooperative society
NZ,Other legal forms,Trust fund
NZ,Foreign companies,Overseas non-ASIC company
NZ,Public limited companies,Insurance stock company
NZ,Non profit organisations,Mutual company
NZ,Branches,Branch of a foreign company
NZ,Sole traders/proprietorships,Sole trader
NZ,Branches,Branch
NZ,Partnerships,General partnership
NZ,Other legal forms,Incorporated entity
NZ,Other legal forms,Charitable trust
NZ,Other legal forms,Open-ended investment company
NZ,Partnerships,Limited partnership
NZ,Partnerships,Partnership
NZ,Private limited companies,Private limited company
NZ,Other legal forms,Trust
NZ,Non profit organisations,Association
NZ,Other legal forms,Fund
NZ,Other legal forms,International business company
NZ,Private limited companies,Limited liability company
NZ,Other legal forms,Discretionary trust
NZ,Other legal forms,Building society
NZ,Other legal forms,Credit union
NZ,Non profit organisations,Non profit organization
NZ,Other legal forms,Trust company
OM,Private limited companies,Limited liability company
OM,Public limited companies,Public joint stock company
OM,Private limited companies,Closed joint stock company
OM,Public authorities,Government body
OM,Public limited companies,Insurance stock company
OM,Partnerships,General partnership
OM,Public limited companies,Joint stock company
OM,Companies with unknown/unrecorded legal form,NA
OM,Other legal forms,Company
OM,Non profit organisations,Non governmental organization
OM,Other legal forms,Joint venture company
OM,Other legal forms,Government owned corporation
OM,Foreign companies,Foreign (registered) company's office
OM,Sole traders/proprietorships,Sole proprietorship
OM,Partnerships,Limited partnership
OM,Private limited companies,One-person company
OM,Public limited companies,Public limited company
OM,Branches,Branch
OM,Other legal forms,Open-ended investment company
OM,Foreign companies,Representative office
PA,Public limited companies,Public limited company - S.A.
PA,Companies with unknown/unrecorded legal form,NA
PA,Public limited companies,Insurance stock company
PA,Branches,Branch
PA,Private limited companies,Limited liability company - S. De R.L.
PA,Foreign companies,Foreign company
PA,Private limited companies,Incorporated business
PA,Public limited companies,Limited company
PA,Other legal forms,Agricultural company
PA,Non profit organisations,Foundation
PA,Non profit organisations,Private foundation
PA,Other legal forms,Fund
PA,Private limited companies,Limited company by shares
PA,Other legal forms,Unlimited liability company
PA,Foreign companies,Representative office of foreign merchant
PA,Branches,Branch of a foreign company
PA,Partnerships,Cooperative company with limited liability
PA,Partnerships,Civil company
PA,Public limited companies,Public limited company with variable capital - S.A.
PA,Non profit organisations,Civil association
PE,Non profit organisations,International organization or institution of technical cooperation
PE,Public limited companies,Public limited company - SA
PE,Other legal forms,Joint venture company
PE,Private limited companies,Private limited company - SAC
PE,Public authorities,Public authority
PE,Companies with unknown/unrecorded legal form,NA
PE,Branches,Branch of a foreign company
PE,Public limited companies,Insurance stock company
PE,Private limited companies,Limited liability company - SRL
PE,Partnerships,Limited partnership by shares
PE,Private limited companies,One-person company with limited liability
PE,Sole traders/proprietorships,Sole trader
PE,Non profit organisations,Association
PE,Non profit organisations,Educational institution
PE,Partnerships,Cooperative company
PE,Other legal forms,Irregular company
PE,Partnerships,Civil company
PE,Other legal forms,Community of owners
PE,Other legal forms,Mutual fund
PE,Other legal forms,Rural native community
PE,Foreign companies,Representative office of foreign legal entity
PE,Non profit organisations,Foundation
PE,Public authorities,Local government body
PE,Other legal forms,Community of owners - unregistered
PE,Non profit organisations,Religious institution
PE,Public authorities,Central government body
PE,Other legal forms,Mutual aid entity
PE,Other legal forms,Distribution hub
PE,Public authorities,Embassy or international organization
PE,Non profit organisations,Business association
PE,Other legal forms,Company of social property
PE,Other legal forms,Workers' association
PE,Branches,Branch
PE,Other legal forms,Fund
PE,Non profit organisations,Charitable organization
PE,Partnerships,Limited partnership
PE,Partnerships,General partnership
PG,Private limited companies,Limited company
PG,Companies with unknown/unrecorded legal form,NA
PG,Public limited companies,Public limited company
PG,Public limited companies,Insurance stock company
PG,Private limited companies,Proprietary limited company
PG,Private limited companies,Corporation
PG,Branches,Branch
PG,Foreign companies,Foreign company
PH,Public limited companies,Public limited company
PH,Partnerships,Partnership
PH,Private limited companies,Corporation
PH,Public limited companies,Insurance stock company
PH,Companies with unknown/unrecorded legal form,NA
PH,Foreign companies,Foreign company
PH,Partnerships,Limited partnership
PH,Partnerships,Professional partnership
PH,Sole traders/proprietorships,Sole proprietorship
PH,Branches,Branch
PH,Other legal forms,Fund
PH,Other legal forms,Unit trust
PH,Other legal forms,Open-ended investment company
PK,Public limited companies,Public limited company
PK,Companies with unknown/unrecorded legal form,NA
PK,Private limited companies,Private limited company
PK,Public limited companies,Limited company
PK,Public limited companies,Insurance stock company
PK,Public authorities,Public authority
PK,Non profit organisations,Limited company by guarantee
PK,Branches,Branch of a foreign company
PK,Other legal forms,Trust fund
PK,Partnerships,Limited partnership
PK,Non profit organisations,Association
PK,Other legal forms,Fund
PK,Partnerships,General partnership
PK,Non profit organisations,Foundation
PK,Sole traders/proprietorships,Sole trader
PK,Other legal forms,Institute
PK,Sole traders/proprietorships,Proprietorship company
PK,Branches,Branch
PK,Public authorities,International organization
PK,Partnerships,Cooperative society
PK,Non profit organisations,Chamber of commerce and industry
PL,Public authorities,"Regional, central or local government unit or organization"
PL,Public limited companies,Joint stock company - SA
PL,Private limited companies,Limited liability company - Sp. z.o.o.
PL,Partnerships,Limited partnership - Sp.K.
PL,Companies with unknown/unrecorded legal form,NA
PL,Branches,Branch of a foreign company
PL,Partnerships,General partnership - Sp.J.
PL,Public limited companies,European company
PL,Partnerships,Cooperative company
PL,Other legal forms,Fund
PL,Non profit organisations,Educational institution
PL,Other legal forms,R&D entity
PL,Partnerships,Limited partnership by shares - S.K.A.
PL,Other legal forms,State owned company
PL,Non profit organisations,Health institution
PL,Sole traders/proprietorships,Sole proprietorship
PL,Non profit organisations,Foundation
PL,Non profit organisations,Educational society
PL,Non profit organisations,Cultural institution
PL,Non profit organisations,Public benefit organization
PL,Non profit organisations,Society
